id,entity,pred
10141902," ""杜特尔特""",0.0
10141903,"""新德里""",-1.0
10141903," ""路透社""",-1.0
10141903," ""肺炎""",-1.0
10141903," ""奥密克戎""",-1.0
10141903," ""美国""",-1.0
10141903," ""世卫组织""",1.0
10141903," ""马克龙""",1.0
10141903," ""印度""",-1.0
10141903," ""约翰逊""",-1.0
10141903," ""欧洲""",-1.0
10141903," ""病例""",-1.0
10141903," ""毒株""",0.0
10141903," ""英国""",0.0
10141907,"""张鹏""",-2.0
10141907," ""人人""",-1.0
10141907," ""杨婕""",-2.0
10141907," ""中国青年报社社会调查中心""",1.0
10141907," ""北京云嘉律师事务所""",1.0
10141907," ""北京""",-1.0
10141907," ""李嘉""",-1.0
10141907," ""李嘉说""",-1.0
10141907," ""赵占领""",0.0
10125524,"""广鹏""",-1.0
10125524," ""张庭""",-1.0
10125524," ""青浦区""",-1.0
10125524," ""禾松公司""",-1.0
10125524," ""上海达尔威公司贸易有限公司""",-1.0
10125524," ""达尔威公司""",-1.0
10125524," ""銮威公司""",-1.0
10125524," ""陶虹""",-1.0
10125524," ""石家庄市裕华区市场监督管理局""",-1.0
10125524," ""慕己公司""",-1.0
10125524," ""李月""",-1.0
10125524," ""赵占领""",-1.0
10125524," ""达尔威""",-1.0
10125524," ""TST庭""",-1.0
10125524," ""林瑞阳""",-1.0
10141911,"""大石洞""",1.0
10141911," ""刘清伟""",1.0
10141911," ""张小华""",1.0
10141911," ""担杆岛猕猴自然保护区""",1.0
10141911," ""担杆岛自然保护区""",1.0
10141911," ""阿山""",1.0
10141911," ""扫山""",1.0
10141911," ""阿海""",1.0
10141911," ""罗家福""",1.0
10141911," ""守岛""",1.0
10141911," ""担杆岛""",0.0
10141911," ""淇澳""",0.0
10141914,"""球员""",1.0
10141914," ""贝兹莫尔""",1.0
10141914," ""篮板""",1.0
10141914," ""阵容""",1.0
10141914," ""威少""",1.0
10141914," ""蒙克""",1.0
10141914," ""詹姆斯""",2.0
10141914," ""塔克""",1.0
10141914," ""球队""",1.0
10141914," ""隆多""",1.0
10141914," ""赛季""",1.0
10141914," ""湖人""",1.0
10141914," ""约翰逊""",1.0
10141914," ""中锋""",1.0
10141914," ""布拉德利""",1.0
10141914," ""小乔丹""",0.0
10141914," ""湖人队""",0.0
10141918,"""王天林""",1.0
10141918," ""赵岩""",1.0
10141918," ""孙引朝""",1.0
10141918," ""杨官召""",1.0
10141918," ""刘渊""",1.0
10141918," ""部队""",1.0
10141918," ""火力""",1.0
10141918," ""火箭军""",0.0
10141918," ""北国""",0.0
10141925,"""陈实说""",1.0
10141925," ""第81集团军""",1.0
10141925," ""陆航""",-1.0
10141925," ""第76集团军党委""",1.0
10141925," ""部队""",1.0
10141925," ""陆军第71集团军""",1.0
10141925," ""陈萌""",0.0
10141929,"""西安市纪委""",-1.0
10141929," ""李强""",-1.0
10141929," ""西安市""",-1.0
10141929," ""西安""",-1.0
10141929," ""西安市卫生健康委""",-1.0
10141929," ""西安市急救中心党总支""",-1.0
10141929," ""刘顺智""",-1.0
10141929," ""市卫生健康委""",-1.0
10141929," ""范郁""",-1.0
10141929," ""高新医院""",0.0
10141935,"""国际社会""",1.0
10141935," ""中国""",1.0
10141935," ""不扩散核武器条约""",1.0
10141935," ""国家""",1.0
10141935," ""联合国大会""",0.0
10141935," ""禁止生物武器公约""",0.0
10141936,"""西安市纪委""",1.0
10141936," ""徐明非""",-1.0
10141936," ""杨凌""",-1.0
10141936," ""商洛""",-1.0
10141936," ""西安市""",-1.0
10141936," ""西安""",-1.0
10141936," ""市政府新闻办""",-1.0
10141936," ""西安市卫生健康委""",1.0
10141936," ""西安市急救中心党总支""",-1.0
10141936," ""渭南""",-1.0
10141936," ""西安高新医院""",-1.0
10141936," ""刘顺智""",-1.0
10141936," ""范郁""",-1.0
10141936," ""高新医院""",0.0
10117369,"""中国""",-1.0
10117369," ""末代皇帝""",1.0
10117369," ""眯眯眼""",1.0
10117369," ""簪花仕女图""",1.0
10117369," ""张静婉""",1.0
10117369," ""赵飞燕""",1.0
10117369," ""楚王""",1.0
10117369," ""保尔""",-1.0
10117369," ""杜牧""",-1.0
10117369," ""三只松鼠""",-1.0
10117369," ""诗经""",1.0
10117369," ""韵味""",1.0
10117369," ""杜嘉班纳""",-1.0
10117369," ""王佩杂""",-1.0
10133782,"""刘军""",-1.0
10133782," ""陕西码""",-1.0
10133782," ""西安市""",-1.0
10133782," ""局长""",-1.0
10133782," ""西安""",-1.0
10133782," ""刘鑫""",-1.0
10133782," ""西安市大数据资源管理局""",-1.0
10133782," ""陕西""",-1.0
10133782," ""陕西省人民政府""",0.0
10133782," ""党组""",0.0
10141980,"""津城""",1.0
10141980," ""水西公园""",1.0
10141980," ""红桥区""",1.0
10141980," ""太阳城""",1.0
10141980," ""南开区""",1.0
10141980," ""新立菜市场""",1.0
10141980," ""西青区""",1.0
10141980," ""河西区""",1.0
10141980," ""东丽区""",1.0
10141980," ""北辰区""",1.0
10141980," ""精品示范菜市场""",1.0
10141980," ""林苑""",1.0
10141980," ""河北区""",1.0
10141980," ""津南区""",0.0
10141980," ""解放南路地区""",0.0
10141981,"""恒神股份""",1.0
10141981," ""吉林化纤集团""",1.0
10141981," ""东丽""",1.0
10141981," ""长江证券""",1.0
10141981," ""上海石化""",1.0
10141981," ""吉林化纤""",1.0
10141981," ""吉林碳谷""",0.0
10141981," ""投资""",0.0
10141985,"""中国""",1.0
10141985," ""支棱""",1.0
10141985," ""成都社区""",1.0
10141985," ""姜振宇""",1.0
10141985," ""川大""",1.0
10141985," ""社区美术馆""",1.0
10141985," ""超威狗狗""",1.0
10141985," ""四川大学文学与新闻学院中国科幻研究院""",1.0
10141985," ""成都科技馆""",1.0
10141985," ""世界科幻大会""",1.0
10141985," ""成都""",1.0
10141985," ""自贡恐龙园""",1.0
10141985," ""当代文学研究所""",0.0
10141989,"""中国""",1.0
10141989," ""净利润""",1.0
10141989," ""涨幅""",1.0
10141989," ""股东""",1.0
10141989," ""A股""",1.0
10141989," ""母公司""",1.0
10141989," ""中国电信""",1.0
10141989," ""股价""",0.0
10141989," ""中国移动""",0.0
10141991,"""资金""",1.0
10141991," ""腾讯控股""",1.0
10141991," ""个股""",-1.0
10141991," ""达哥""",1.0
10141991," ""高位""",-1.0
10141991," ""张道达""",1.0
10141991," ""恒生科技""",1.0
10141991," ""A股""",0.0
10141991," ""宁德时代""",0.0
10133802,"""禹州市""",1.0
10133802," ""陕西省大中专院校""",-1.0
10133802," ""西安市""",-1.0
10133802," ""陕西省""",-1.0
10133802," ""陕西省卫健委""",-1.0
10133802," ""北仑""",-1.0
10133802," ""许昌""",-1.0
10133802," ""禹州""",-1.0
10133802," ""郑州""",-1.0
10133802," ""上海市""",-1.0
10133802," ""本土""",-1.0
10133802," ""陕西""",-1.0
10133802," ""宁波市""",-1.0
10133802," ""陕西大中专院校""",-1.0
10133802," ""感染者""",1.0
10133802," ""宁波""",-1.0
10133802," ""病例""",0.0
10133802," ""河南""",0.0
10142007,"""约克霍尔姆""",1.0
10142007," ""斯德哥尔摩""",-1.0
10142007," ""新华社""",-1.0
10142007," ""新冠""",-2.0
10142007," ""瑞典""",-1.0
10142007," ""病例""",0.0
10142007," ""毒株""",0.0
10117441,"""阳性""",-1.0
10117441," ""莫里森""",-1.0
10117441," ""芝加哥""",-1.0
10117441," ""议会大厦""",1.0
10117441," ""美国""",-1.0
10117441," ""法新社""",-1.0
10117441," ""朴槿惠""",-1.0
10117441," ""法国内政部""",-1.0
10117441," ""法国""",-1.0
10117441," ""开普敦议会大厦""",1.0
10117441," ""梅西""",-2.0
10117441," ""罗纳尔多""",-2.0
10117441," ""巴西里""",-1.0
10117441," ""欧洲""",-1.0
10117441," ""双双""",0.0
10117441," ""南非""",0.0
10142022,"""阿拉木图""",-1.0
10142022," ""哈国防部""",1.0
10142022," ""总统""",1.0
10142022," ""团伙""",-1.0
10142022," ""主权""",-1.0
10142022," ""哈萨克斯坦""",-1.0
10142022," ""帕希尼扬""",1.0
10142022," ""托卡耶夫""",1.0
10142022," ""亚美尼亚""",0.0
10142022," ""集安""",0.0
10142045,"""郭施亮""",1.0
10142045," ""前海""",1.0
10142045," ""科技部""",1.0
10142045," ""个股""",-1.0
10142045," ""A股""",-1.0
10142045," ""基金""",-1.0
10142045," ""板块""",1.0
10142045," ""天合光能""",1.0
10142045," ""涨幅""",-1.0
10142045," ""跌幅""",1.0
10142045," ""杨德龙""",1.0
10142045," ""投资者""",0.0
10142045," ""宁德时代""",0.0
10117472,"""韩国""",-1.0
10117472," ""朴槿惠""",-1.0
10117472," ""柳荣夏""",1.0
10117472," ""朴槿""",0.0
10142052,"""新安县""",-1.0
10142052," ""新安县新冠肺炎疫情防控指挥部""",1.0
10142052," ""市新冠肺炎疫情防控指挥部""",1.0
10142052," ""县新冠肺炎疫情防控指挥部""",0.0
10142056,"""阳性""",1.0
10142056," ""将军堡街道""",-1.0
10142056," ""中原区""",-1.0
10142056," ""朱荣斌""",-1.0
10142056," ""徐某""",-1.0
10142056," ""西安市卫生健康委""",1.0
10142056," ""西安""",-1.0
10142056," ""永康市疾病预防控制中心""",1.0
10142056," ""移通社区""",-1.0
10142056," ""美股""",-1.0
10142056," ""印度""",-1.0
10142056," ""辉南路""",-1.0
10142056," ""小米""",-1.0
10142056," ""病例""",1.0
10142056," ""印度财政部""",-1.0
10142056," ""高新医院""",0.0
10142056," ""李克强""",0.0
10142059,"""土地管理法""",-1.0
10142059," ""自然资源部执法局""",-1.0
10142059," ""崔瑛""",1.0
10142059," ""自然资源部""",0.0
10142059," ""潘辉""",0.0
10125677,"""西安市""",1.0
10125677," ""新疆生产建设兵团""",-1.0
10125677," ""西安""",-1.0
10125677," ""西安市疫情防控指挥部""",1.0
10125677," ""广东""",-1.0
10125677," ""浙江""",1.0
10125677," ""西安市疫情防控指挥部办公室""",1.0
10125677," ""许昌市""",1.0
10125677," ""本土""",1.0
10125677," ""陕西""",-1.0
10125677," ""湖南""",1.0
10125677," ""洛阳市""",1.0
10125677," ""感染者""",-1.0
10125677," ""宁波市""",1.0
10125677," ""病例""",0.0
10125677," ""河南""",0.0
10142075,"""宿迁""",1.0
10142075," ""镇江""",1.0
10142075," ""扬州""",1.0
10142075," ""南京""",1.0
10142075," ""淮安""",1.0
10142075," ""江苏""",1.0
10142075," ""连云港""",1.0
10142075," ""盐城""",1.0
10142075," ""徐州""",1.0
10142075," ""泰州""",0.0
10142075," ""南通""",0.0
10125694,"""秦霄贤""",1.0
10125694," ""云平""",1.0
10125694," ""高九成""",1.0
10125694," ""张九南""",-1.0
10125694," ""何九华去""",-1.0
10125694," ""恋情""",1.0
10125694," ""王鸥""",1.0
10125694," ""何九华""",-1.0
10125694," ""搭档""",1.0
10125694," ""郭德纲""",1.0
10125694," ""李靓蕾""",1.0
10125694," ""栾云平""",1.0
10125694," ""何九华组队""",-1.0
10125694," ""德云社""",-1.0
10125694," ""孙九香""",0.0
10125694," ""尚九熙""",0.0
10142078,"""和特尔施特根""",1.0
10142078," ""欧联杯""",1.0
10142078," ""登贝莱""",-1.0
10142078," ""阿劳霍""",1.0
10142078," ""阿尔维斯""",-1.0
10142078," ""西协甲""",-1.0
10142078," ""哈维""",-1.0
10142078," ""加西亚""",1.0
10142078," ""利纳拉斯""",-1.0
10142078," ""巴萨""",1.0
10142078," ""胡特格拉""",1.0
10142078," ""巴萨一线队""",1.0
10142078," ""利拿拉斯""",-1.0
10142078," ""迪亚斯""",1.0
10142078," ""普伊奇""",1.0
10142078," ""阿霍巴卡""",1.0
10142078," ""卡尼塞尔""",1.0
10142078," ""纪录""",-1.0
10142078," ""明格萨""",0.0
10142078," ""阿霍马克顶""",0.0
10142079,"""阿拉木图""",-1.0
10142079," ""总统""",-1.0
10142079," ""北京""",-1.0
10142079," ""阿拉木图市政府""",-1.0
10142079," ""当地时间""",-1.0
10142079," ""俄新社""",-1.0
10142079," ""中使馆""",-1.0
10142079," ""内务部""",-1.0
10142079," ""士兵""",-1.0
10142079," ""套州""",-1.0
10142079," ""中国""",-1.0
10142079," ""国家""",-1.0
10142079," ""阿拉木图市""",-1.0
10142079," ""阿拉木图国际机场""",-1.0
10142079," ""国家安全委员会""",-1.0
10142079," ""曼吉斯套州""",-1.0
10142079," ""哈萨克斯坦""",-1.0
10142079," ""托卡耶夫""",0.0
10142079," ""国际广播电视公司""",0.0
10142083,"""温永骏""",1.0
10142083," ""新华社""",1.0
10142083," ""广州队""",1.0
10142083," ""山东泰山队""",1.0
10142083," ""泰山""",1.0
10142083," ""唐顺齐""",-1.0
10142083," ""中足联""",-1.0
10142083," ""中超""",-1.0
10142083," ""北京国安队""",-1.0
10142083," ""郭田雨""",0.0
10142083," ""张玉宁""",0.0
10125700,"""资金""",1.0
10125700," ""国泰君安证券""",1.0
10125700," ""板块""",1.0
10125700," ""行情""",1.0
10125700," ""券商""",1.0
10125700," ""A股""",1.0
10125700," ""中信证券""",1.0
10125700," ""投资者""",0.0
10125700," ""低位""",0.0
10133892,"""赵明""",1.0
10133892," ""刷新率""",1.0
10133892," ""高通""",0.0
10133892," ""手机""",0.0
10117514,"""蔡英文""",-1.0
10117514," ""美国""",1.0
10117514," ""汤绍成""",1.0
10117514," ""马英九""",-1.0
10117514," ""兰德公司""",-1.0
10117514," ""民进党""",-1.0
10117514," ""葛罗斯曼""",-1.0
10117514," ""台湾""",-1.0
10117514," ""蔡当局""",0.0
10117514," ""外交""",0.0
10142092,"""墨尔本""",1.0
10142092," ""塞尔维亚国家电视台""",1.0
10142092," ""墨尔本机场""",1.0
10142092," ""澳大利亚""",-1.0
10142092," ""小德""",-1.0
10142092," ""塞尔维亚""",-1.0
10142092," ""德约科维奇""",0.0
10142092," ""澳网公开赛""",0.0
10142094,"""山东""",1.0
10142094," ""哈德森""",1.0
10142094," ""山东队""",1.0
10142094," ""江苏队""",-1.0
10142094," ""广厦队""",1.0
10142094," ""上海队""",-1.0
